Name,Homeworld,Born,Died,Species,Gender,Height,Mass,Hair color,Eye color,Skin color,Cybernetics,Affiliation(s),Masters,Apprentices
Anders  (corporal),,,"c. 3641 BBY, Quesh",Human,Male,,,Black,Brown,Tan,,Galactic Republic,,
Jalice Andit,Jedha[1],,,Human[2],Female[2],,,Black[2],Blue[2],Dark[2],,Partisans[3],,
Ando  (general),,,,Human,Male,,,Grey,,Dark,,Galactic Republic,,
Cassian Jeron Andor,Kenari[1]Ferrix[1],"By 33 BBY,[2] Kenari[3]","0 BBY, Scarif[4]",Human (Kenari)[1],Male[1],1.78 meters[5],,Brown[1],Brown[1],Tan[1],,Andor family[1]Confederacy of Independent Systems[5]An insurrectionist cell[5]Luthen Rael's network[6]Aldhani rebel infiltration team[7]Unit Five-Two-D[8]Table five[8]Alliance to Restore the Republic[9]Rebel Alliance Intelligence Service[10]Alliance Army[5]Rogue One[9],,
Clem Andor,Ferrix[1],81 BBY[2],"18 BBY,[2] Ferrix[3]",Human[3],Male[3],,,Black[3],Brown[3],Dark[3],,Andor family[3],,
Maarva Carassi Andor,Ferrix[1],82 BBY[2],"5 BBY,[2] Ferrix[3]",Human[4],Female[4],,,"Red,[5] later gray[4]",,Light[4],,Andor family[4]Daughters of Ferrix[1],,
Reez Andor,,,,Human,Male,,,,,,,Jervis Gloom,,
Andra  (captain),,,,Human,Male,,,,,,,Freeworlds Common Navy,,
Andra  (Telos IV),Telos IV,,,Human,Female,,,Black,,,,Preserve Our Wild Endangered Resources Party,,
Andra's father,Telos IV,,,Human,Male,,,,,,,,,
Momi Andrell,,,,Human,Female,,,Black,Blue,Light,,Galactic Republic,,
Wain Andrell,Ralltiir,,,Human,Male,,,,,,,Galactic RepublicGalactic Senate,,
Andrew,,,,Human[1],Male[1],,,Black[1],Black[1],Tan[1],,Resistance[1]Resistance Army[1],,
Lesle Andreya,Neree[1],21 BBY[2],,Human[1],Female[1],1.6 meters[1],,,,,,Alliance to Restore the Republic[1]Alliance Intelligence[1]New Republic[1],,
Andrid,,,3 ABY[1],Human[1],Male[1],,,,,,,Galactic Empire[1],,
Andrik,,,"c. 3643 BBY, Nar Shaddaa",Human,Male,,,Bald with brown eyebrows,Brown,Light,,Galactic RepublicRepublic Special Forces DivisionSith Empire,,
Pol Andrissus,,,"3 ABY, Mardona III[1]",Human[2],Male[2],,,Graying[2],,,,Galactic Empire[2]Imperial Academy[2]Alliance to Restore the Republic[2]61st Mobile Infantry[2],,
Ras Andromias,,,"1 ABY,[1] Dantooine[2]",Human[2],Male[2],,,Brown[2],Brown[2],Fair[2],,,,
Andru,Katanos VII,,,Human,Male,,,,,,,,,
Darth Andru,,,,Human[1],Male[1],,,,,,,Sith Empire[1],,His sonHis daughter
Venra Andsof,Lorrd,,,Human,Female,,,Dark,Dark,Olive,,,,
Ar'al Anec,,,"c. 3643 BBY, Alderaan",Human[1],Male[1],,,Black[1],Orange,Pale[1],,Sith Empire[1],,
Orqiti Aneofo,Tatooine,,,Human,Female,,,Blonde,Gray,,,,,
Diles Anevi,,,"10 BBY; First Light,[1] Vandor[2]",Human[3],Male[3],,,Brown (graying)[2],Dark[2],Light[2],,,,
Anga,,,,Human,Female,,,Blonde,Blue,,,New Republic,,
Jefand Ange,,,,Human[1],Male[1],,,None[1],Dark brown[1],Light[1],,Sith Empire[1]Imperial Navy[1],,
Angel  (pirate),,,,Human[1],Male[1],,,,,,,Culoss[1],,
Angela,Corellia[1],,,Human[1],Female[1],,,Brown[1],Brown[1],Tan[1],,,,
Guila Angira,,,"34 ABY,[1] Raddus,[2][3] Oetchi system[4]",Human,Male[2],,,Black[2],Brown,Dark,,Resistance[2]Resistance navy[2],,
Darial Anglethorn,Beheboth[1],,,Human[1],Female[1],,,Red[1],Brown[1],,,New Republic[2],,
Fadros Angon,,,,Human[1],Male[1],,,Brown[1],,Light[1],,Resistance[1],,
Darth Angral,,,"3643 BBY,[1] Oppressor above Tython[2]",Human[3],Male[3],,,Dark (graying)[4],"Green,[4] yellow (dark side)[3]",Pale[5],Prosthetic left eye[3],Sith[3]Sith Empire[3],,Nefarid[5]Praven[5]Sadic[5]
Ani'anti,,,"Between 0 ABY and 3 ABY, Corellian system[1]",Human[1],Male[1],,,,,,,Alliance to Restore the Republic[1],,
Anjay,,,,Human[1],Female[1],,,,,,,First Order[1]709th Legion[1],,
Padija Anjeri,Alderaan[1],,,Human[1],Female[1],,,Red[1],Blue[1],,,Alliance to Restore the Republic[1],,
Anlen,,,,Human[1],Male[1],,,,Brown[1],Dark[1],,Galactic Republic[1],,
Annette Miran,,,,Human,Female,,,Red,Green,,,Sith EmpireApplied Toxicology,,
Annissya,,,,Human[1],Female[1],,,,,,,,,
Det Annix,,,,Human,Male,,,Brown (beard),Blue,Light,,Sith Empire,,
Blix Annon,Unidentified planet[1],,76 BBY[1],Human[1],Male[1],,,,,,,Galactic Republic[1]Galactic Senate[1],,
Anod,Velmor[1],,"3 ABY, Velmor[1]",Human[1],Male[1],,,Blond[1],,,,House of Lorac[1],,
Anora,,,,Human,Female,,,Black,,Fair,,Sith EmpireImperial Diplomatic Service,,
Anosek,Onderon[1],,,Human[1],Male[1],,,Blonde[1],,Tan[1],,Onderon Royal Family[1],,
Anoser,Onderon[1],,,Human[1],Female[1],,,Blonde[1],,Tan[1],,Onderon Royal Family[1],,
Anril,,,"3630 BBY, Vanguard Station[1]",Sith[1],Male[1],,,Red[1],Orange[1],Dark[1],,Sith Empire (Defected)[1][1],,
Anselm,Baffop[1],32 BBY[1],,Human[1],Male[1],1.6 meters[1],,,,,,Alliance to Restore the Republic[1]New Republic[1],,
Anskow,Coruscant[1],,,Human[1],Male[1],,,,,,,Galactic Empire[1]Coruscant Security Force[1],,
Anson,,,,Human[1],Male[1],,,Black[1],Dark brown[1],Dark[1],,Galactic Republic[1]Republic Army[1],,
Ansween,,,,Human,Female,,,,,,,Imperial RemnantRight to Rule,,
Anta,,,,Human[1],Female[1],,,Dark[1],,Dark[1],,,,
Rixes Antab,Ord Mantell,,,Human,Male,,,,,,,,,
Antayen,,,"3643 BBY, Tatooine",Human,Male,,,Grey,,Tan,,Czerka Arms,,
Antbbianplourr III,Eiattu 6,,,Human,Male,,,,,,,,,
Bail Antilles,Alderaan[1],,,Human[2],Male[2],,,Brown[2],Blue[2],Light[2],,Galactic Republic[1]Alderaanian delegation[1],,
Bail Antilles  (Galactic Alliance),,,Between 130[1] and 137 ABY[2],Human[3],Male[3],,,Brown[1],Blue[1],Light[1],,Galactic Federation of Free Alliances[1]Triumvirate[1],,
Bail Antilles  (New Galactic Empire),,,,Human,Male,,,Dark,,Light,,,,
Deara Antilles,Alderaan[1],,,Human[1],Female[1],,,Dark[1],,,,House of Antilles[1]Galactic Empire[1],,
Henrietya Antilles,,,,Human,Female,,,Black,,,,New Republic,,
Iella Wessiri Antilles,Corellia,,,Human,Female,,,Blonde-Brown,Brown,,,Corellian Security ForceAlliance to Restore the RepublicAlliance IntelligenceNew RepublicNew Republic IntelligenceGalactic Federation of Free AlliancesGalactic Alliance IntelligenceNew Jedi OrderJedi Coalition,,
Jagged Antilles,Corellia,,"4 BBY, Gus Treta",Human,Male,,,Brown,Brown,,,Gus Treta Inner-System Market Station,,
Jon Antilles,,,"22 BBY, Queyta[1]",Human[2],Male[2],,,,,,,Jedi Order[1]Galactic Republic[1],Dark Woman[1],
Myri Antilles,Corellia (born)Coruscant,c. 18 ABY[1],,Human,Female,,,Dark,Green,Light,,Galactic Federation of Free AlliancesGalactic Alliance SecurityWraith SquadronErrant Venture,,
Ona Antilles,,,,Human,Female,,,Blonde,Brown,Light,,Galactic Alliance RemnantGalactic Alliance Core Fleet,,
Raymus Antilles,Alderaan[1],,"0 BBY, Tantive IV, Tatoo system[2]",Human (Alderaanian)[3],Male[1],1.88 meters[4],,Brown[3],Brown[3],Light[3],,House of Organa[1]Bail Organa's resistance movement[5]Galactic Republic[6]Alliance to Restore the Republic[2]Alliance Military[2],,
Syal Antilles,Corellia (born)[1]Coruscant[2],17 ABY[2],,Human[3],Female[3],,,Dark blonde[2],Blue[2],,,New Republic[2]Galactic Federation of Free Alliances[1],,
Wedge Antilles,Corellia[1],,,Human[2] (Corellian)[1],Male[2],1.7[3] - 1.8 meters[4],,"Brown,[2] later gray[5]",Brown[2],Light[2],,Antilles family[2]Galactic Empire[6]Alliance to Restore the Republic[2]Phoenix Squadron[7]Red Squadron[2]Rogue Squadron[8]Starlight Squadron[9]New Republic[10]Rogue Squadron[11]Phantom Squadron[12]New Republic Academy[13]Resistance[14]Corellian Team Two[14]Phantom Squadron[14]Citizens' Fleet[5],,Temmin Wexley (piloting)[12]
Zena Antilles,Corellia,51 BBY (Approximate date)[source?],"4 BBY, Gus Treta",Human,Female,,,Black,Blue,,,Antilles familyGus Treta Inner-System Market Station,,
Adem Antin,Bellassa[1],"29 BBY, Bellassa[1]",,Human[1],Male[1],,,,,,,,,
Amie Antin,Bellassa[1],,,Human[1],Female[1],,,White-blond[1],Black[1],,,The Eleven[1],,
Antona,,,,Human,Male,,,Black,,Fair,,,,
Antone,Bakura,,,Human,Male,,,Black,,Pale,,New Republic,,
Antonin,,,27 BBY,Human,Male,,,Brown,Brown,,,Black Sun,,
Antraya,Naboo[1],,,Human (Naboo)[1],Female[1],,,,,,,Torada Collective[1],,
Dom Antyll,,37 BBY–33 BBY[1],,Human[2],Male[2],,,,,,,,,
Anuli,Nar Shaddaa,,"3643 BBY, Nar Shaddaa",Human,Male,,,Brown,Green,Fair,Cybernetic facial implants,Hutt Cartel,,
Anya  (Batuu),,,,Human[1],Female[1],,,Orange[1],,Light[1],,,,
Anya  (Serenno),Serenno[1],,c. 82 BBY[2],Human (Serennian)[1],Female[1],,,,,,,House Serenno[1],,
Anyan,,,,Human[1],Male[1],,,,,,,,,
Anyarah,,,,,Female,,,,,,,Old Sith Empire,Pharshol,
Raar Anyell,Corellia,,,Human,Male,,,,,,,Galactic EmpireAlpha Squadron,,
Anyul,Kesh[1],20 ABY[1],,Human[1],Female[1],,,Blonde[1],,,,Lost Tribe of Sith[1],,
AP-1982,,,,Human[1],Male[2],,,,,,,Gideon's Imperial remnant[2],,
Apailana,Naboo[1],Between 32–31 BBY[2],,Human (Naboo)[1],Female[1],"1.57 meters (5 ft, 2 in)[3]",,,Brown[4],Light[3],,Royal House of Naboo[1]Galactic Republic[3],,
Apex One,,,"c. 3641 BBY, Belsavis",Human,Male,,,,Brown,Dark,,,,
Chelli Lona Aphra,,24 BBY[1],"Between 3 ABY and 4 ABY, Bar'leth (revived)[2]",Human[3],Female[3],1.56 meters[4],,Black[3],Brown[3],Tan[3],,University of Bar'leth[5]Archaeological Association[5]University of Rudrig Committee for Historic Preservation[6]Chelli Lona Aphra's crew[3]Galactic Empire[3]Chelli Lona Aphra's squad[7]Squad Dek-Nil[7]Droid Gotra[3]Son-tuul Pride[8]House of Tagge[9],,
Korin Aphra,,,,Human[1],Male[2],,,Black[3],Brown[1],Tan[1],,Aphra family[1]Chelli Lona Aphra's crew[3],,
Lona Aphra,,,"c. 17 BBY,[1] Arbiflux[2]",Human[2],Female[2],,,Blonde[2],Gray[2],Tan[2],,Aphra family[3],,
Bryn Apice,,,,Human,Male,,,Blonde,Green,,,,,
Wes Apice,,,,Human,Male,,,Blonde,Green,,,,,
Chik Apla,Coruscant[1],,,Human[1],Male[1],,,Brown[1],Green[1],,,Galactic Empire[1],,
B'arin Apma,,,,Human,Male,,,Brown,Gray,,,MandaloriansGalactic RepublicCuy'val Dar,,
Appleton,,,,Human[1],Male[1],,,Brown[1],Amber[1],Fair[1],,Galactic Empire[1],,
Varin Arabella,,,,Human,Female,,,Golden,,,,House Barnaba,,
Arac,,,,Human,Male,,,,,,,New RepublicFarStar,,
Arakkus,,,"0 ABY, Graveyard of Lost Ships[1]",Human[1],Male[1],,,Gray[2],"Orange sclerae, black pupils[2]","Light, with green splotches[2]",,Galactic Empire[1],,
Tor Aramatha,Alderaan,43 BBY,0 BBY,Human,Male,,,,,,,Alderaanian governmentGalactic Republic,,
Aramis,,,"21 BBY,[1] Coruscant[2]",Human[2],Male[2],,,Light brown[2],Blue[2],Light[2],,New Mandalorians[2],,
Koffi Arana,Turkana[1],,"19 BBY, Kessel[2]",Human[3],Male[3],,,Black[4],Brown[4],Dark[4],,Jedi Order[3]Galactic Republic[3],,
Armen Arandis,,,"Circa 17 BBY, Bespin",Human,Male,,,,,,,Galactic Empire,,
Arastide,Gantho,,,Human,Male,,,,,,,New RepublicNew Republic SenateDefense Council,,
Calo Arawan,,,"3631 BBY, Zakuul[1]",Human[1],Male[1],,,Black[1],Blue[1],Light[1],,,,
Arber,,,,Human,Male,,,,,,,Imperial RemnantDefiant,,
Elga Arbo,Corellia,,,Human,Female,,,,,,,,,
Arcann,Zakuul[1],,,Human (Zakuulan)[1],Male[1],,,Brown[1],Blue[2]Orange (dark side)[1],Light[1],Cybernetic left arm[3],Eternal Empire[1]Eternal Alliance[3]Galactic Republic[4]Task Force Nova[4],,
Baylis Archan,Corellia[1],,"22 BBY, Giju[1]",Human[1],Male[1],,,Brown[1],Brown[1],Light[1],,Jedi Order[1]Galactic Republic[1],Sha Koon[1],
Randun Ard,,,,Human,Male,,,Brown,Dark,Dark,,MandalorianSith Empire,,
Ardan,Brentaal IV[1],,,Human[2],Male[3],,,Brown[4],Dark[4],Light[4],,Galactic Empire[1],,
Ardax,Chandrila,,11 ABY,Human,Male,,,,,,,Galactic Empire,,
Feylis Ardele,Commenor,,,Human,Female,,,Blond,Blue,Light,,Galactic EmpireNew RepublicRogue Squadron,,
Arden  (Cold War),,,,Human[1],Male[1],,,Brown[1],,Light[1],,Galactic Republic[1]Republic Strategic Information Service[1],,
Deredith Arden,Hemei IV; Bakura (adopted),,,Human (Bakuran),Male,,,,,,,,,
Gawyn Arden,Bakura,,,Human,,,,,,,,,,
Bix Arden-Govia,Bakura,,,Human,Male,Tall,,Shaved,,,,,,
Salia Arden-Govia,Bakura,,,Human,Female,,,,,,,Bakuran Defense Fleet,,
Ardiff,,,,Human,Male,,,,,,,Imperial RemnantImperial Navy,,
Lazlo Ardine,,,,Human,Male,,,,,,,Galactic RepublicGrand Army of the Republic,,
Ardle,Thyferra,,,Human,Male,,,,,,,Thyferran Home Defense Corps,,
Ardmore,,,,Human[1],Male[1],,,,,Light[1],,Sith Empire[1]Imperial Army[1],,
Ardon  (Cold War),,,,Human[1],Male[1],,,Brown[1],Brown[1],Fair[1],,Galactic Republic[1]Republic Military[1]Balmorran resistance[1],,
Ardon  (Galactic Civil War),,,,Human,Male,,,Brown (Beard),Green,Light,,Kerritamba Village,,
Ardot,,,"3640 BBY,[1] Ilum[2]",Human[2],Male[2],,,Brown[2],Green[2],Light[2],,Sith Empire[2],,
Ardran,,,,Human,Male,,,Black,Green,Light,,Sith EmpireSithSith Academy,,One apprentice
Avinoam Arelis,,,,Human,Male,,,Dark,,,,New Jedi Order,,
Cumberlayne Aresko,Lothal[1],Between 44–42 BBY[2],"4 BBY, Lothal[3]",Human (Lothalite)[4],Male[4],1.89 meters[1],80 kilograms[1],Black[4],Blue[4],Pale[4],,Galactic Empire[4]Imperial Officer Corps[4]Imperial Academy[5]Lothal garrison[3],,
Mikos Argdran,,,,Human,Male,,,Dark,,,,Alliance to Restore the Republic,,
Vol Argen,Balmorra,,"3643 BBY, Balmorra",Human,Male,,,Black,Green,Dark,,Galactic Republic,,
Argin,,,,Human[1],Male[1],,,Dark[1],,Light[1],,,,
Lomina Argo,,,,Human[1],Female[1],,,Black[1],Brown[1],Fair[1],,,,
Yom Argo,Telfrey[1],,"3 ABY, Lahsbane[2]",Human[3],Male[3],,,Black[3],,,,Alliance to Restore the Republic[2],,
Vleen Argoe,Gelgelar,,,Human,Female,,,,,,,Shvash Gas Cooperative,,
Argona,,,,Human,Male,,,,,,,Galactic EmpireImperial RemnantIronhand,,
Sirro Argonne,,,0 BBY[1] Eadu[2],Human[2],Male[2],,,Gray[2],Blue[2],Fair[2],,Galactic Republic[3]Ministry of Science[3]Galactic Empire[2]Kyber crystal research team[3],,
Argor,,,,Human,Male,,,,,,,Galactic EmpireProphets of the Dark Side,,
Argos,,,"3640 BBY,[1] Corellia[2]",Human[2],Male[2],,,Gray–brown[2],Orange[2],Pale[2],,Sith Empire[2],,
Sorn Argos,,,,Human,Male,,,Brown,,,,,,
Gideon Argus,,,,Human,Male,,,White,Brown,Dark,,Rebel Alliance,,
Faro Argyus,Tepasi[1],,"21 BBY,[2] near the Tranquility[3]",Human[3],Male[3],1.83 meters (6 ft)[1],,Blond[3],Amber[3],Light[3],,Argyus family[4]Galactic Republic[3]Senate Commandos[3]Confederacy of Independent Systems[3],,
Darth Arho,,,"3640 BBY, Ilum",Human,Male,,,,Yellow (dark side)Purple (dark side),Dark,,Sith EmpireSith OrderDark CouncilSphere of Military Offense,,LoyatLychosik[1]
Arias,,,,Human[1],Male[1],,,Grey[1],Dark[1],Fair[1],,Jedi Order[1]Galactic Republic[1],,
Ariavos,,,,Human[1][2],Male[1][2],,,Black[1][2],Brown[1][2],Tan[1][2],,,,
Ariela,Alderaan,,,Human,Female,,,,,,,,,
Arigo,,,"3653 BBY, Ord Mantell",Human,Male,,,,,,,Exchange,,
Cavill Arin,,,,Human,Male,,,Brown,Brown,Light,,Sith Empire,,
Aris  (Human),,,,Human[1],Male[1],,,,,,,Believers[1],,
Movac Arisster,Lorrd,,"40 ABY (75), Lorrd",Human,Male,2 meters,,Dark,,,,,,
Arkan,,,,Human,Male,,,Black,Dark,Fair,,,,
Arkeld,,,,Human,Male,,,,,,,Justice Action Network,,
Onie Arkmen,Coruscant[1],,,Human[1],Female[1],,,,,,,,,
Seb Arkos,Corellia,,,Human,Male,,,White,,,,Booster Terrik's organization,,
Arl,,,,Human,Male,,,,,,,,,
Arljack,,,"3645 BBY, Odacer-Faustin",Human,Male,,,,,,,Sith Empire,,
Arlo,,,,Human[1],Male[1],,,,,Fair[1],,Galactic Empire (formerly)[1]Alliance to Restore the Republic[1],,
Arlos,,,,Human,Male,,,,Blue,Fair,,Sith EmpirePierce's black ops team,,
Armala,,,,Human[1],Male[1],,,Brown[1],Brown[1],Dark[1],,Galactic Republic[1]Republic Army[1],,
Armatan,,,,Human[1],Male[1],,,Light brown[1],Brown[1],Light[1],,New Mandalorians[1]Mandalorian Government Council[1],,
Armbrus,,,,Human,Male,,,,,,,,,
Noth Armin,,,"c. 3643 BBY, Balmorra[source?]",Human,Male,,,Black,Amber,Light,,Jedi OrderGalactic Republic,,
Armitage,Faro[1],,"1 BBY, Vector[1]",Human[1],Male[1],,,,,,,Galactic Empire[1]Imperial Corrections Service[1],,
Army  (Mandalorian War),,,,Human,Male,,,Brown,,,,Galactic Republic,,
Dwin Arnae,,,,Human[1],Male[1],1.6 meters[1],,Black[1],,,,Galactic Empire[1]Imperial Navy[1]Imperial Customs[1],,
Arnama,Naboo,,,Human,Male,,,,,,,Plasma Energy Trade Commission,,
Jareck Arned,Corellia[1],,,Human[1],Male[1],,,Brown[1],Amber[1],Fair[1],,,,
Arnet,,,,Human[1],Male[1],,,,,Light[1],,Galactic Empire[1]Blizzard Force[1]Tempest Force[1],,
Melnea Arnthout,,,,Human[1],Female[1],,,,,,,,,
Baljos Arnjak,Coruscant[1],,,Human[2],Male[2],,,Dark[2],,,,New Republic[2]Galactic Federation of Free Alliances[3],,
Arno  (stormtrooper),,,,Human[1],Male[2],,,,,,,Galactic Empire[2]Stormtrooper Corps[2],,
Arno  (Tatooinian),Tatooine[1],,,Human[1],Male[1],,,,,,,,,
Arnothian,,,,Human,Male,,,,,,,Galactic Empire,,
Arnth,,,,Human,Male,,,Brown,Brown,Light,Right eye and part of jaw,Sith Empire,,
Arnus,,,,Human,Male,,,Brown,Amber,Tan,,Galactic RepublicGalactic Senate,,
Weggit Arpor,,,,Human,Male,,,None (Bald),,,,Ororo TransportationTenloss SyndicateGalindas Exports,,
Kodo Arr,,,,Human,Male,,,White,Blue,,,,,
Arrad,Lanteeb,,,Human,Male,,,,,,,,,
Kalf Arranda,Alderaan,,"0 BBY (35:3 GrS), Alderaan",Human,Male,,,,,,,,,
Lilit Arranda,Alderaan,,,Human,Female,,,,,,,Galactic Empire,,
Milessa Arranda,Alderaan,,"0 BBY (35:3 GrS), Alderaan",Human,Female,,,,,,,High Court of Alderaan,,
Tash Arranda,,,,Human[1],,Female[2],,Blonde[2],Blue[2],Light[1],,,,
Zak Arranda,,,,Human[1],Male[2],,,Dark brown[2],Brown[2],Light[1],,,,
Jurnel Arrant,Corellia,"82 BBY, Corellia",,Human,Male,,,,,,,Lommite Limited,,
Arratan,,,,Human,Male,,,Black,,,,Blood Nest pirate group,,
Arrax,Andelm IV[1],,,Human[1],Male[1],,,Black[1],Brown[1],Tan[1],,,,
Arrax  (Sith),,,"3642 BBY, Fortitude",Human,Male,,,Brown,Amber,Light,,Sith Empire,Kyrus,
Arric,,,,Human,Male,,,Black,Blue,Tan,,Galactic Republic,,
Ellis Arrison,,,,Human[1],Male[1],,,Black[1],Brown[1],Fair[1],,,,
Purvis Arrison,,,,Human[1],Male[1],,,Gray[1],Brown[1],Light[1],,Mos Eisley Militia[2],,
Serji-X Arrogantus,,,"0 ABY, Aduba-3[1]",Human[2],Male[2],1.8 meters[3],,Black[2],Black[2],,,Cloud-Riders[2],,
Arron,,,"4 ABY,[1] Oridol Cluster[2]",Human[3],,,,,,,,Galactic Empire[2]204th Imperial Fighter Wing[2],,
Arron  (Zakuulan),Zakuul[1],,,Human (Zakuulan)[1],Male[1],,,Black[1],Hazel[1],Dark[1],,Eternal Empire[1],,
Arsad,,,,Human[1],Female[1],,,,,,,New Republic[1],,
Artano,,,"3642 BBY, Hoth",Human,Male,,,Red,Blue,Fair,,Sith EmpireImperial Military,,
Zal Artha,Chandrila,,,Human,Female,,,Brown,Brown,Fair,,Galactic EmpireImperial NavyRebel AllianceAlliance Special Operations,,
Artok,,,,Human,Male,,,Brown,,Light,,Galactic Republic,,
Arturo,Orocco,,,Human,Male,,,White,Black,Tan,,Galactic Empire,,
Zola Arvannus,,,,Human[1],Female[1],,,,Brown[1],Tan[1],,Sith Empire[1]Imperial Diplomatic Service[1],,
Kant Aryon,Bethars[1],32 BBY–28 BBY[2],,Human[1],Male[1],1.7 meters[1],,,,Ebony[1],,Tour Aryon[1],,
Tour Aryon,Treylon II[1],37 BBY–33 BBY[2],,Human[1],Female[1],1.6 meters[1],,,,Ebony[1],,Galactic Empire[1],,
Aryzah,,,,Human,Female,,,,,,,Jedi OrderGalactic Republic,,Nyo (as Force ghost)
Riko Arzal,,,"3638 BBY,[1] Oricon",Human,Male,,,Brown,Brown,Brown,,Dread Masters,,
Arzanon,,,"3637 BBY,[1] Korriban[2]",Human[3],Male[3],,,Black[3],Orange[3],Light[3],,Sith Empire[3]Sith Order[3]Korriban Academy[3],,
Arzhura,,,,Human[1],Female[1],,,Black[1],Brown[1],Dark[1],,,,
Asani,,,,Human[1],Female[1],,,Brown[1],Yellow[1],Light[1],,Galactic Republic[1]Eternal Alliance[1]Military Operations[1],,
Evan Asani,,,,Human[1],Male[1],,,Black[1],,Fair[1],,Jedi Order[1]Galactic Republic[1],,
Wil Asani,Bellassa[1],,"18 BBY,[2] Jedi asteroid[3]",Human[1],Male[1],,,,,,,The Eleven[1],,
Asara,,,,Human[1],Female[1],,,,,,,,,
Kani Asari,,,"44 ABY (79), Coruscant[1]",Human[2],Female[2],,,Golden[2],,,,New Jedi Order[2],Kenth Hamner[1],
Ascercia,,,,Human[1],Male[1],,,Black[1],Brown[1],Dark[1],,House of ThulSith Empire[1],,
Von Asch,,,,Human[1],Male[1],,,Brown[1],Green[1],Light[1],,Galactic Empire[1]Lando's Commandos[1],,
Acer Ash,,,"c. 18 BBY, Coruscant",Human,Male,,,,,,,WhiplashWhiplash Council,,
Ash-Streak,,,"5 ABY,[1] Jakku[2]",Human[3],Male[2],,,,,,,Galactic Empire[2]Stormtrooper Corps[2],,
Asha  (Naboo),,,,Human,Female,,,Dark brown,Dark brown,Light,,Royal House of NabooNaboo Resistance,,
Ashaad,Eiattu 6,,,Human,Male,,,,,,,People's Liberation Battalion,,
Ashana,Taris[1],,,Human[1],Female[1],,,,,,,The Twisted Rancor Trio[1],,
Tern Ashandrik,,,,Human,Male,,,Dark,Dark,,,,,
Poul Ashanto,,,Prior to 0 ABY[1],Human[2],,,,,,,,Galactic Empire[1]Imperial Navy[1],,
Riggs Ashar,Riggs Ashar's homeworld[1],,,Human[1],Male[1],Nearly 2 meters[1],,Light brown[1],Brown[1],Dark[1],,Planetary militia[1],,
Ashe,,,,Human[1],Male[1],,,,,,,Alliance to Restore the Republic[1],,
Tal Ashen,,,"7 ABY,[1] Coruscant[2]",Human[2],Male[2],,,,,Light[2],,Galactic Empire[2]Coruscant Defense Forces[2]Elite Force[2],,
Carl Ashon,,,,Human[1],Male[1],,,,,,,Galactic Empire[1],,
Asirr,Ord Mantell,,"3639 BBY, Ord Mantell",HumanRakghoul,Female,,,,,,,,,
Asreal,,,"Between 3 ABY and 4 ABY, Tarkin's Will, above Panisia[1]",Human[2],,,,,,,,Alliance to Restore the Republic[2]Special Forces Trackers Unit[2],,
Jao Assam,,,,Human[1],Male[1],,,Black[1],Brown[1],Dark[1],,Fel EmpireImperial KnightsGalactic Federation Triumvirate,Yalta Val,
Darsha Assant,Alderaan[1],,"32 BBY, Coruscant[1]",Human[1],Female[1],,,Blonde[1],Blue[1],,,Jedi Order[1]Galactic Republic[1],Anoon Bondara[1],
Nib Assek,,,"c. 230 BBY, Starlight Beacon, Eiram system[1]",Human[2],Female[2],,,Grey[3],Grey[4],Light[4],,Jedi Order[2],,Burryaga Agaburry[2]
Jora Astane,Alderaan[1],,,Human[1],Female[1],,,White[1],,Dark[1],,Alderaan Enclave[1]House of Organa[1],,
Aiolin Astarte,Celanon[1],,"0 ABY, Shu-Torun[2]",Human[3],Female[3],,,Blonde[3],Blue,Light,,Astarte line[1]Cylo Directive[3],Cylo[4],
Morit Astarte,,,"0 ABY, Kuat system[1]",Human[2],Male[2],,,Blond[2],Blue[2],Fair[2],,Astarte line[3]Cylo Directive[2],Cylo[4],
Aster,,,"3627 BBY,[1] Corellia",Human,Male,,,Black,,Brown,,Sith EmpireImperial Military,,
Shasheva Astopone,,,,Human,Female,,,,,,,Alliance to Restore the Republic,,
Astor,Ahakista,,,Human,Male,,,Black,Blue,,,Ahakistan rebelsGalactic Empire,,
Junelle Astor,Naboo[1],,,Human[1],Female[1],,,Black (brown eyebrows),Brown,Fair,,,,
Astred,,,,Human[1],Male[1],,,,,,,Alliance to Restore the Republic[1],,
Asu,,,,Human[1],Male[1],,,Dark brown[1],Blue[1],Light brown[1],,,,
Atali,,,"1 BBY, Mathayus",Human,Male,,,Brown,Brown,,,Galactic EmpireImperial Navy,,
Sommel Atandu,,,,Human[1],Male[1],,,Black[1],Brown[1],Light[1],,Canto Bight Police Department[1],,
Atar,,,,Human[1],Male[1],,,,,,,Galactic Federation of Free Alliances[1]Galactic Alliance Security[1],,
Athex,,,During the mission to Mustafar[1],Human[1],Male[1],,,,,,,Alliance to Restore the Republic[1]Rebel Alliance Intelligence Service[1],,
Marren Atma,,,"c. 3643 BBY, Balmorra",Human[1],Male[1],,,Red[1],Brown[1],Fair[1],,Galactic Republic,,
Atmino,,,,Human,Male,,,,,,,Galactic Empire,,
Hadis Ato,Corulag,34 BBY,,Human,Male,1.76 meters,,Blond,Blue,,,Galactic Empire,,
Otias Atori,Trulalis,,,Human,Male,,,Silver,Gray,,,,,Adalric Cessius Brandl
Atren,,,,Human[1],Male[1],,,Brown[1],,Fair[1],,Sith Empire[1]Sith Order[1],,
